computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S85c_fcc_N19_53_65_Al_M99_220118,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,19,53,65,S85c_fcc_n19_53_65,53,19,65,-19,-53,-65,0.6920457,0.7218537,41,-38,19,1159,768,-965,19,53,65,43,-31,-26,507,1391,-820,53,19,65,6554,4310,462,struct_S85c_fcc_N19_53_65_Al_M99_220118.4310.out
S85c_fcc_N38_21_45_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,38,21,45,S85c_fcc_n38_21_45,57,6,25,-38,-21,-45,0.5373123,0.3502847,12,-41,9,1017,99,-905,38,21,45,13,-36,-21,387,761,-1065,57,6,25,4383,2760,507,struct_S85c_fcc_N38_21_45_Al_M99_210721.2760.out
S85c_fcc_Nn74_n23_230_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,-74,-23,230,S85c_fcc_n-74_-23_230,58,-146,185,74,23,-230,-0.1184802,0.7723967,-23,-6,-8,92,-346,-5,-74,-23,230,-24,-7,2,59,-268,-230,58,-146,185,2852,2397,455,struct_S85c_fcc_Nn74_n23_230_Al_M99_210721.2397.out
S85c_fcc_N37_n31_55_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,37,-31,55,S85c_fcc_n37_-31_55,59,-43,5,-37,31,-55,0.0860186,0.224309,-15,-25,-4,1499,-677,-1390,37,-31,55,-16,-23,-9,502,451,-2045,59,-43,5,7025,8199,470,struct_S85c_fcc_N37_n31_55_Al_M99_200714.8199.out
S85c_fcc_N36_2_65_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,36,2,65,S85c_fcc_n36_2_65,65,-20,30,-36,-2,-65,0.2976469,0.3880841,-7,-69,6,4497,-671,-2470,36,2,65,-6,-63,-29,494,341,-843,13,-4,6,4014,1116,491,struct_S85c_fcc_N36_2_65_Al_M99_200714.1116.out
S85c_fcc_N56_22_35_Al_M99_211122,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,56,22,35,S85c_fcc_n56_22_35,67,16,10,-56,-22,-35,0.5822966,0.1518444,19,-77,18,3091,-343,-4730,56,22,35,22,-69,-37,98,2699,-4975,67,16,10,4313,968,534,struct_S85c_fcc_N56_22_35_Al_M99_211122.968.out
S85c_fcc_N7_7_15_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,7,7,15,S85c_fcc_n7_7_15,71,3,55,-7,-7,-15,0.5133088,0.5354183,10,-25,7,424,101,-245,7,7,15,11,-22,-13,1171,1528,-1595,71,3,55,5944,879,467,struct_S85c_fcc_N7_7_15_Al_M99_210721.879.out
S85c_fcc_N13_13_6_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,13,13,6,S85c_fcc_n13_13_6,74,57,25,-13,-13,-6,0.9225347,0.1503548,1,-1,0,3,3,-13,13,13,6,4,-3,-5,-21,47,-45,74,57,25,3265,1488,540,struct_S85c_fcc_N13_13_6_Al_M99_200714.1488.out
S85c_fcc_N59_n77_5_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,59,-77,5,S85c_fcc_n59_-77_5,77,-59,-5,-53,49,-65,0.0631752,0.1647407,-37,-29,-10,61,27,-304,59,-77,5,-38,-29,-5,-108,181,-229,49,-53,-65,6014,2811,486,struct_S85c_fcc_N59_n77_5_Al_M99_210721.2811.out
S85c_fcc_N23_n79_25_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,23,-79,25,S85c_fcc_n23_-79_25,79,-23,-25,-73,29,-35,0.2174287,0,-28,-11,-9,2,-1,-5,23,-79,25,-29,-12,1,-1,2,-5,29,-73,-35,6457,1144,539,struct_S85c_fcc_N23_n79_25_Al_M99_200714.1144.out
S85c_fcc_N11_n23_145_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,11,-23,145,S85c_fcc_n11_-23_145,85,-85,85,-11,23,-145,0.0527928,0.5506668,-5,-15,-2,2221,-703,-280,11,-23,145,-6,-13,-7,20,1,-19,1,-1,1,2862,1202,446,struct_S85c_fcc_N11_n23_145_Al_M99_200714.1202.out
S85c_fcc_N71_37_55_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,71,37,55,S85c_fcc_n71_37_55,91,23,25,-71,-37,-55,0.6115023,0.2278004,11,-33,8,2111,37,-2750,71,37,55,12,-29,-17,334,1847,-2915,91,23,25,6141,3156,512,struct_S85c_fcc_N71_37_55_Al_M99_200714.3156.out
S85c_fcc_N16_n1_10_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,16,-1,10,S85c_fcc_n16_-1_10,94,-8,-5,-16,1,-10,0.3581097,0.0933836,-5,-40,4,132,-38,-215,16,-1,10,-4,-37,-16,-19,508,-1170,94,-8,-5,3188,2918,552,struct_S85c_fcc_N16_n1_10_Al_M99_210721.2918.out
S85c_fcc_Nn3_99_115_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,-3,99,115,S85c_fcc_n-3_99_115,99,-3,115,-29,-63,-135,0.4684668,0.698064,31,-13,12,2683,3601,-3030,-3,99,115,32,-9,-13,838,5139,-1495,63,29,135,4234,1631,455,struct_S85c_fcc_Nn3_99_115_Al_M99_200714.1631.out
S85c_fcc_N49_83_105_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,49,83,105,S85c_fcc_n49_83_105,101,33,95,-49,-83,-105,0.6885778,0.5985304,13,-14,5,377,224,-353,49,83,105,13,-11,-10,143,449,-308,101,33,95,4238,183,477,struct_S85c_fcc_N49_83_105_Al_M99_210721.183.out
S85c_fcc_N67_n1_95_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,67,-1,95,S85c_fcc_n67_-1_95,107,-29,35,-67,1,-95,0.3059982,0.3191783,-8,-61,5,386,-73,-273,67,-1,95,-7,-56,-25,179,162,-413,107,-29,35,5291,2384,508,struct_S85c_fcc_N67_n1_95_Al_M99_210721.2384.out
S85c_fcc_N43_n59_165_Al_M99_200714,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,43,-59,165,S85c_fcc_n43_-59_165,121,-117,65,-43,59,-165,0.0382942,0.3994364,-25,-35,-6,6129,-3867,-2980,43,-59,165,-26,-33,-11,3432,-359,-7035,121,-117,65,3482,366,476,struct_S85c_fcc_N43_n59_165_Al_M99_200714.366.out
S85c_fcc_N3_71_225_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,3,71,225,S85c_fcc_n3_71_225,125,-45,195,-3,-71,-225,0.3028918,0.7898452,19,-42,13,10373,4236,-1475,3,71,225,21,-37,-22,1641,1369,-736,25,-9,39,2835,2149,412,struct_S85c_fcc_N3_71_225_Al_M99_210721.2149.out
S85c_fcc_N21_n13_215_Al_M99_211122,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,21,-13,215,S85c_fcc_n21_-13_215,131,-107,135,-21,13,-215,0.1113339,0.5806466,-17,-44,-1,9473,-3634,-1145,21,-13,215,-17,-41,-16,7247,-199,-7190,131,-107,135,3028,8,440,struct_S85c_fcc_N21_n13_215_Al_M99_211122.8.out
S85c_fcc_N73_141_35_Al_M99_211122,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,73,141,35,S85c_fcc_n73_141_35,141,73,35,-121,-87,-65,0.7671202,0.1538773,59,-37,26,4961,167,-11020,73,141,35,62,-29,-29,-1624,6553,-10025,87,121,65,7496,5422,539,struct_S85c_fcc_N73_141_35_Al_M99_211122.5422.out
S85c_fcc_N101_67_265_Al_M99_210721,85c,85,5,5,1,45.572996,0.2941176,0.2941176,0.0588235,101,67,265,S85c_fcc_n101_67_265,229,-43,175,-101,-67,-265,0.378549,0.5315343,11,-68,13,2099,178,-845,101,67,265,13,-61,-32,1339,1067,-1490,229,-43,175,2261,1887,480,struct_S85c_fcc_N101_67_265_Al_M99_210721.1887.out
S85e_fcc_Nn59_n153_355_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-59,-153,355,S85e_fcc_n-59_-153_355,-115,327,-181,-59,-153,355,-0.722271,0.4324022,25,-5,2,1469,8993,4120,-59,-153,355,23,2,-11,3235,5428,7751,115,-327,181,1728,551,496,struct_S85e_fcc_Nn59_n153_355_Al_M99_211122.551.out
S85e_fcc_Nn27_n289_295_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-27,-289,295,S85e_fcc_n-27_-289_295,-115,395,-45,-27,-289,295,-0.7035654,0.1326047,31,-8,-5,761,1802,1835,-27,-289,295,5,1,-4,307,137,418,23,-79,9,1728,623,542,struct_S85e_fcc_Nn27_n289_295_Al_M99_211122.623.out
S85e_fcc_Nn25_51_15_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-25,51,15,S85e_fcc_n-25_51_15,-75,129,253,25,-51,-15,-0.4112034,-0.6788866,15,5,8,333,425,-890,-25,51,15,17,4,3,-625,4526,-2493,-75,129,253,2299,135,535,struct_S85e_fcc_Nn25_51_15_Al_M99_211122.135.out
S85e_fcc_N13_n119_135_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,13,-119,135,S85e_fcc_n13_-119_135,-75,163,-19,13,-119,135,-0.8205088,0.121833,19,-7,-8,1897,2669,2170,13,-119,135,13,4,-17,2695,1522,2419,75,-163,19,3604,2040,522,struct_S85e_fcc_N13_n119_135_Al_M99_200714.2040.out
S85e_fcc_N11_n17_7_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,11,-17,7,S85e_fcc_n11_-17_7,-65,71,47,11,-17,7,-0.8943122,-0.4474435,9,-2,-19,337,272,131,11,-17,7,-1,11,-18,1795,1217,644,65,-71,-47,5214,968,519,struct_S85e_fcc_N11_n17_7_Al_M99_200714.968.out
S85e_fcc_N71_n153_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,71,-153,5,S85e_fcc_n71_-153_5,-65,105,115,71,-153,5,-0.6086544,-0.5473412,3,1,-12,1831,867,530,71,-153,5,-3,8,-9,373,186,41,13,-21,-23,3744,2950,530,struct_S85e_fcc_N71_n153_5_Al_M99_200714.2950.out
S85e_fcc_N49_n102_25_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,49,-102,25,S85e_fcc_n49_-102_25,-55,81,62,49,-102,25,-0.7377917,-0.4518323,2,-1,-8,841,442,155,49,-102,25,-2,4,-7,815,509,58,55,-81,-62,2861,864,543,struct_S85e_fcc_N49_n102_25_Al_M99_211122.864.out
S85e_fcc_Nn53_119_25_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-53,119,25,S85e_fcc_n-53_119_25,-35,67,109,53,-119,-25,-0.4494358,-0.6295154,13,6,-1,-269,272,-1865,-53,119,25,11,9,-2,-1115,1129,-1052,-35,67,109,4599,4270,526,struct_S85e_fcc_Nn53_119_25_Al_M99_200714.4270.out
S85e_fcc_Nn53_289_25_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-53,289,25,S85e_fcc_n-53_289_25,-35,203,211,53,-289,-25,-0.4282642,-0.4401894,14,3,-5,-304,17,-841,-53,289,25,10,9,-7,-664,373,-469,-35,203,211,2296,1271,554,struct_S85e_fcc_Nn53_289_25_Al_M99_211122.1271.out
S85e_fcc_N2_n17_9_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,2,-17,9,S85e_fcc_n2_-17_9,-30,89,23,2,-17,9,-0.6859684,-0.1291,6,-3,-7,73,34,48,2,-17,9,2,3,-9,435,112,134,30,-89,-23,3228,2350,556,struct_S85e_fcc_N2_n17_9_Al_M99_211122.2350.out
S85e_fcc_N12_n51_20_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,12,-51,20,S85e_fcc_n12_-51_20,-20,48,21,12,-51,20,-0.6927819,-0.248548,5,0,-3,9,8,15,12,-51,20,3,3,-4,15,1,12,20,-48,-21,5226,4022,549,struct_S85e_fcc_N12_n51_20_Al_M99_200714.4022.out
S85e_fcc_N9_n17_15_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,9,-17,15,S85e_fcc_n9_-17_15,-15,19,3,9,-17,15,-0.9921033,-0.1254237,19,-12,-25,121,102,43,9,-17,15,5,9,-32,127,93,46,15,-19,-3,12531,2900,494,struct_S85e_fcc_N9_n17_15_Al_M99_200714.2900.out
S85e_fcc_Nn7_n119_45_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-7,-119,45,S85e_fcc_n-7_-119_45,-15,121,37,-7,-119,45,-0.5450907,-0.1256947,6,-3,-7,968,221,735,-7,-119,45,2,3,-9,1200,61,287,15,-121,-37,4876,1522,566,struct_S85e_fcc_Nn7_n119_45_Al_M99_200714.1522.out
S85e_fcc_Nn26_n17_70_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-26,-17,70,S85e_fcc_n-26_-17_70,-10,58,-49,-26,-17,70,-0.5619113,0.5716092,4,-2,1,41,102,40,-26,-17,70,4,-1,-2,55,72,74,10,-58,49,4140,3191,475,struct_S85e_fcc_Nn26_n17_70_Al_M99_200714.3191.out
S85e_fcc_Nn1_0_4_Al_M99_220118,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-1,0,4,S85e_fcc_n-1_0_4,-5,12,-16,-1,0,4,-0.6111898,0.7914841,4,3,1,-12,17,-3,-1,0,4,4,3,1,-60,59,63,5,-12,16,7586,2982,418,struct_S85e_fcc_Nn1_0_4_Al_M99_220118.2982.out
S85e_fcc_Nn9_0_19_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-9,0,19,S85e_fcc_n-9_0_19,-5,63,-84,-9,0,19,-0.4384638,0.7307525,19,-2,9,19,221,9,-9,0,19,21,-1,-2,105,887,659,5,-63,84,2869,1445,465,struct_S85e_fcc_Nn9_0_19_Al_M99_211122.1445.out
S85e_fcc_N3_n119_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,3,-119,5,S85e_fcc_n3_-119_5,-5,97,69,3,-119,5,-0.4337478,-0.3069093,-8,-1,-19,2266,17,-955,3,-119,5,-16,7,-11,1550,1159,-1517,5,-97,-69,5314,494,555,struct_S85e_fcc_N3_n119_5_Al_M99_200714.494.out
S85e_fcc_Nn48_119_90_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-48,119,90,S85e_fcc_n-48_119_90,0,34,153,48,-119,-90,-0.131565,-0.7063304,13,6,-1,-659,1122,-1835,-48,119,90,11,9,-2,-85,99,-22,0,2,9,2112,1096,516,struct_S85e_fcc_Nn48_119_90_Al_M99_211122.1096.out
S85e_fcc_Nn19_17_25_Al_M99_220118,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-19,17,25,S85e_fcc_n-19_17_25,5,5,-35,-19,17,25,-0.0280056,0.9996078,4,3,1,-58,119,-125,-19,17,25,4,3,1,-22,29,1,-1,-1,7,11692,7432,407,struct_S85e_fcc_Nn19_17_25_Al_M99_220118.7432.out
S85e_fcc_N3_51_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,3,51,5,S85e_fcc_n3_51_5,5,39,33,-3,-51,-5,-0.3330499,-0.3187073,5,0,-3,-9,2,-15,3,51,5,3,3,-4,-15,7,-6,5,39,33,8835,10319,517,struct_S85e_fcc_N3_51_5_Al_M99_200714.10319.out
S85e_fcc_Nn38_n51_50_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-38,-51,50,S85e_fcc_n-38_-51_50,10,78,-19,-38,-51,50,-0.4308277,0.2244139,4,-2,1,7,34,40,-38,-51,50,4,-1,-2,25,8,46,-10,-78,19,4094,3487,507,struct_S85e_fcc_Nn38_n51_50_Al_M99_200714.3487.out
S85e_fcc_Nn41_n17_45_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-41,-17,45,S85e_fcc_n-41_-17_45,15,49,-37,-41,-17,45,-0.3128051,0.4598928,3,6,5,-71,68,-39,-41,-17,45,5,3,6,-81,55,40,-15,-49,37,7974,6709,482,struct_S85e_fcc_Nn41_n17_45_Al_M99_200714.6709.out
S85e_fcc_N1_102_30_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,1,102,30,S85e_fcc_n1_102_30,15,66,82,-1,-102,-30,-0.2531727,-0.4062787,12,-1,3,48,51,-175,1,102,30,12,1,-3,-40,147,-111,15,66,82,2905,2086,533,struct_S85e_fcc_N1_102_30_Al_M99_200714.2086.out
S85e_fcc_Nn44_17_40_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-44,17,40,S85e_fcc_n-44_17_40,20,20,-55,-44,17,40,-0.0509447,0.7568246,11,12,7,-361,748,-715,-44,17,40,13,9,8,-131,175,16,-4,-4,11,4190,4197,475,struct_S85e_fcc_Nn44_17_40_Al_M99_200714.4197.out
S85e_fcc_N4_68_35_Al_M99_210721,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,4,68,35,S85e_fcc_n4_68_35,20,37,64,-4,-68,-35,-0.1390283,-0.436561,17,-1,0,7,119,-232,4,68,35,15,4,-7,-103,220,-95,20,37,64,4156,2946,509,struct_S85e_fcc_N4_68_35_Al_M99_210721.2946.out
S85e_fcc_Nn84_n153_115_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-84,-153,115,S85e_fcc_n-84_-153_115,20,207,-21,-84,-153,115,-0.4486237,0.140451,5,-5,-3,1034,323,1185,-84,-153,115,3,-1,-7,1470,-77,641,-20,-207,21,1632,920,541,struct_S85e_fcc_Nn84_n153_115_Al_M99_211122.920.out
S85e_fcc_Nn39_17_20_Al_M99_210721,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-39,17,20,S85e_fcc_n-39_17_20,25,8,-39,-39,17,20,0.1350492,0.6769156,1,7,-4,-104,-68,-145,-39,17,20,-1,8,1,-160,-7,-104,-25,-8,39,5764,860,500,struct_S85e_fcc_Nn39_17_20_Al_M99_210721.860.out
S85e_fcc_Nn33_119_115_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-33,119,115,S85e_fcc_n-33_119_115,25,25,165,33,-119,-115,-0.0212382,-0.6580943,25,5,2,-337,2941,-3140,-33,119,115,23,10,-5,-355,784,-65,5,5,33,3742,2008,491,struct_S85e_fcc_Nn33_119_115_Al_M99_200714.2008.out
S85e_fcc_Nn31_n102_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-31,-102,5,S85e_fcc_n-31_-102_5,25,93,46,-31,-102,5,-0.312511,-0.1591023,2,-1,-8,821,-238,235,-31,-102,5,-2,4,-7,835,-83,-286,-25,-93,-46,2978,270,560,struct_S85e_fcc_Nn31_n102_5_Al_M99_200714.270.out
S85e_fcc_N21_17_18_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,21,17,18,S85e_fcc_n21_17_18,27,10,15,-21,-17,-18,0.1312606,-0.1488032,11,-3,-10,-58,204,-125,21,17,18,5,6,-13,-110,213,56,27,10,15,1725,1087,512,struct_S85e_fcc_N21_17_18_Al_M99_211122.1087.out
S85e_fcc_Nn74_17_75_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-74,17,75,S85e_fcc_n-74_17_75,30,47,-91,-74,17,75,-0.1399363,0.7101777,4,13,1,-479,187,-515,-74,17,75,4,11,7,-665,287,-71,-30,-47,91,3034,2047,484,struct_S85e_fcc_Nn74_17_75_Al_M99_211122.2047.out
S85e_fcc_Nn9_17_87_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-9,17,87,S85e_fcc_n-9_17_87,33,-35,75,9,-17,-87,0.4381104,-0.6643562,37,-6,5,607,3264,-575,-9,17,87,35,3,-14,265,3087,1324,33,-35,75,1508,112,460,struct_S85e_fcc_Nn9_17_87_Al_M99_211122.112.out
S85e_fcc_N21_17_35_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,21,17,35,S85e_fcc_n21_17_35,35,1,27,-21,-17,-35,0.2604599,-0.2690571,5,0,-3,-3,14,-5,21,17,35,3,3,-4,-5,13,6,35,1,27,9473,244,435,struct_S85e_fcc_N21_17_35_Al_M99_200714.244.out
S85e_fcc_Nn53_n51_25_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-53,-51,25,S85e_fcc_n-53_-51_25,35,69,-7,-53,-51,25,-0.2368999,0.141825,-11,8,-7,157,-646,-985,-53,-51,25,-13,7,4,-325,49,-1142,-35,-69,7,7370,6238,514,struct_S85e_fcc_Nn53_n51_25_Al_M99_200714.6238.out
S85e_fcc_Nn69_n153_55_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-69,-153,55,S85e_fcc_n-69_-153_55,35,171,27,-69,-153,55,-0.3735724,-0.0027838,-7,1,-6,863,-799,-1140,-69,-153,55,-9,2,-1,225,208,-1609,-35,-171,-27,3540,1215,556,struct_S85e_fcc_Nn69_n153_55_Al_M99_200714.1215.out
S85e_fcc_Nn261_n187_415_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-261,-187,415,S85e_fcc_n-261_-187_415,35,443,-279,-261,-187,415,-0.4397936,0.4368928,26,-3,15,-312,2941,1129,-261,-187,415,30,-3,-1,256,1667,2679,-35,-443,279,3840,3303,510,struct_S85e_fcc_Nn261_n187_415_Al_M99_211122.3303.out
S85e_fcc_Nn101_n527_115_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-101,-527,115,S85e_fcc_n-101_-527_115,35,511,197,-101,-527,115,-0.4235876,-0.1393251,-13,-1,-16,2849,-1037,-2250,-101,-527,115,-19,4,-7,1455,1166,-3283,-35,-511,-197,1344,1127,579,struct_S85e_fcc_Nn101_n527_115_Al_M99_211122.1127.out
S85e_fcc_N19_n17_43_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,19,-17,43,S85e_fcc_n19_-17_43,37,-31,13,-19,17,-43,0.7421924,-0.1672344,11,-13,-10,243,221,-20,19,-17,43,5,-2,-19,205,256,27,37,-31,13,2631,1488,484,struct_S85e_fcc_N19_n17_43_Al_M99_211122.1488.out
S85e_fcc_Nn48_n51_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-48,-51,5,S85e_fcc_n-48_-51_5,40,57,9,-48,-51,5,-0.157787,0.0303715,-2,1,-9,227,-221,-75,-48,-51,5,-6,5,-5,165,-73,-271,-40,-57,-9,4421,422,539,struct_S85e_fcc_Nn48_n51_5_Al_M99_200714.422.out
S85e_fcc_N19_n17_60_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,19,-17,60,S85e_fcc_n19_-17_60,45,-40,25,-19,17,-60,0.720726,-0.2707135,9,3,-2,-73,289,105,19,-17,60,7,6,-3,-3,31,55,9,-8,5,4040,1296,448,struct_S85e_fcc_N19_n17_60_Al_M99_200714.1296.out
S85e_fcc_Nn53_119_195_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-53,119,195,S85e_fcc_n-53_119_195,45,-23,229,53,-119,-195,0.1507356,-0.7310982,28,1,7,638,5831,-3385,-53,119,195,28,5,-5,-1030,6637,869,45,-23,229,2876,80,462,struct_S85e_fcc_Nn53_119_195_Al_M99_211122.80.out
S85e_fcc_N54_n17_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,54,-17,5,S85e_fcc_n54_-17_5,50,-1,-27,-54,17,-5,0.3415663,0.3793011,1,2,-4,58,221,125,54,-17,5,-1,4,-2,110,127,199,50,-1,-27,5105,3903,542,struct_S85e_fcc_N54_n17_5_Al_M99_200714.3903.out
S85e_fcc_Nn86_n17_55_Al_M99_210721,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-86,-17,55,S85e_fcc_n-86_-17_55,50,67,-61,-86,-17,55,-0.138686,0.4439358,-4,17,-1,-3,-1,-5,-86,-17,55,-4,13,11,-5,1,-3,-50,-67,61,3012,760,520,struct_S85e_fcc_Nn86_n17_55_Al_M99_210721.760.out
S85e_fcc_Nn13_17_1_Al_M99_220118,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-13,17,1,S85e_fcc_n-13_17_1,55,-47,-79,-13,17,1,0.6590652,0.7520858,4,3,1,14,17,-107,-13,17,1,4,3,1,-190,371,-353,-55,47,79,5382,1447,503,struct_S85e_fcc_Nn13_17_1_Al_M99_220118.1447.out
S85e_fcc_Nn73_34_20_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,-73,34,20,S85e_fcc_n-73_34_20,55,4,-62,-73,34,20,0.2561994,0.6009148,4,8,1,-14,17,-80,-73,34,20,4,7,4,-50,52,-41,-55,-4,62,6973,3952,531,struct_S85e_fcc_Nn73_34_20_Al_M99_200714.3952.out
S85e_fcc_N63_n34_20_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,63,-34,20,S85e_fcc_n63_-34_20,65,-20,-30,-63,34,-20,0.5108197,0.3460763,6,7,-7,98,561,645,63,-34,20,2,11,-3,78,27,151,13,-4,-6,4091,2720,552,struct_S85e_fcc_N63_n34_20_Al_M99_200714.2720.out
S85e_fcc_N71_187_5_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,71,187,5,S85e_fcc_n71_187_5,65,167,89,-71,-187,-5,-0.2579159,-0.1565566,19,-7,-8,-487,221,-1350,71,187,5,13,4,-17,-1065,754,-637,65,167,89,3427,2856,547,struct_S85e_fcc_N71_187_5_Al_M99_200714.2856.out
S85e_fcc_N66_n68_25_Al_M99_211122,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,66,-68,25,S85e_fcc_n66_-68_25,70,-49,-48,-66,68,-25,0.7080882,0.455937,2,-1,-8,569,578,70,66,-68,25,-2,4,-7,535,586,182,70,-49,-48,3232,376,532,struct_S85e_fcc_N66_n68_25_Al_M99_211122.376.out
S85e_fcc_N66_17_25_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,66,17,25,S85e_fcc_n66_17_25,70,19,3,-66,-17,-25,0.1924261,0.073786,1,2,-4,-118,289,115,66,17,25,-1,4,-2,-50,137,299,70,19,3,3898,1184,551,struct_S85e_fcc_N66_17_25_Al_M99_200714.1184.out
